rating,content,date,weekday,vector
3,"오후4시 도착..  30번 대기에 25분 후 입장

시그니쳐 치즈돈카츠는 품절..

결론은 등심돈카츠만 육즙 많은 고기와 바삭한 튀김빵가루, 느끼하지 않게 튀겨진 기름등..  알려진 강점대로 좋았습니다.

안심은 다소 퍽퍽했지만 양이 많아 가성비로도 좋은듯합니다.

다만 밥이 짬밥처럼 질고 식감도 없으며 깍두기는 아예 맛이 안나서 같이 먹을건 양배추와 단무지뿐..

5천원 받는 카레도 돈카츠에 비하면 가격이 적당한지 의문..

사장님은 볼카츠 가게에서 볼카츠 튀기심..

아마도 확장이전하기 전에 운영했던..
사장님 부부가 직접 운영하시던 때가 맛있었던 때인듯..

물론 모든 음식을 헤드쉐프가 직접하지는 않겠지만, 음식의 질이 떨어지면 책임은 져야겠죠..

가성비는 좋으나 예전만큼 인기가 없는것은 다 이유가 있는듯함..
재방문 의사는 없음..",2024-12-22,6,"[0.0003, 0.0006, 0.0001, -0.0011, -0.0010, -0.0000, -0.0018, 0.0015, -0.0017, 0.0019, 0.0006, -0.0026, 0.0014, 0.0003, 0.0022, 0.0009, -0.0007, -0.0011, -0.0021, 0.0020, 0.0004, 0.0007, 0.0011, -0.0015, 0.0014, -0.0008, -0.0017, -0.0003, 0.0007, 0.0004, 0.0008, -0.0008, 0.0009, 0.0015, 0.0003, -0.0000, 0.0008, -0.0007, 0.0007, -0.0003, 0.0013, 0.0011, 0.0005, -0.0007, 0.0022, -0.0007, -0.0009, -0.0001, 0.0012, -0.0007]"
5,"지난 1월 3일에
죽기전엔 한번 먹어봐야될꺼 같아서 방문했습니다.
11시반 예약 239번 17시 30분쯤 먹었습니다.
200번 이후는 17시 이후라 안내되어 있어서
시간맞춰서 재방문 했습니다.
치즈까츠는 품절이었으나 치즈볼까츠 추가로
등심 안심 하나씩 먹었습니다.
소원은 성취했고 치즈까츠도 먹어보기 위해
재방문 해야겠습니다^^
사장님 치즈재료 늘려주세요~~
200번 안까지 먹을수 있게 재도전 하겠습니다^^",2025-03-22,5,"[0.0007, -0.0009, 0.0005, -0.0000, -0.0010, -0.0031, 0.0053, 0.0036, -0.0003, 0.0015, -0.0016, -0.0040, 0.0001, 0.0018, -0.0017, -0.0032, 0.0001, -0.0008, 0.0011, 0.0008, -0.0025, -0.0007, 0.0029, 0.0010, -0.0012, -0.0011, -0.0009, 0.0033, 0.0012, 0.0003, 0.0014, -0.0002, 0.0017, -0.0004, -0.0006, 0.0006, 0.0009, 0.0003, -0.0017, 0.0000, 0.0010, -0.0026, -0.0007, -0.0002, 0.0014, -0.0023, -0.0023, -0.0006, 0.0027, 0.0025]"
1,"[총평]
이 가격에 이 서비스면, 웨이팅까지 해가면서 먹을 정도는 아님. 제주도에 이것때문에 올 건 아니고, 왔는데 먹을 거 없으면 들릴만함.

[맛 총평]
솔직히 튀김가루는 기름기가 적어서 맛있긴하지만 그냥 수도권 프렌차이즈에서 먹는맛이나 비슷함

오후에 가면 치즈까스는 없고, 치즈볼카츠는 있는데 치즈는 다 굳어서 나옴

[서비스 총평]
모든게 셀프 // 직원들이 청소를 제외하고 홀에 아예 안들어옴. 음식을 들고오는것, 가져다 놓는것, 결제, 반찬, 집기류, 물, 기타 등등 전부다 셀프임. 흡사 패스트푸드 점같음.

픽업존에서 픽업도 혼란의 카오스.. 전달해주시다가 흘려도 어쩔 수 없음

유아전용테이블이 비치되어있지만 그것도 셀프로 직접 가져와서 이용하면 됨.

[분위기 총평]
직원들이 상냥하지않고, 픽업존에서 움직이지않음. 매장자체는 넓고 깨끗한 편임.",2025-05-22,3,"[-0.0000, -0.0016, -0.0018, 0.0013, -0.0008, 0.0008, 0.0013, -0.0002, -0.0005, 0.0029, 0.0005, 0.0017, 0.0004, 0.0004, -0.0001, 0.0020, 0.0004, -0.0001, -0.0010, -0.0006, 0.0008, 0.0011, 0.0036, -0.0010, 0.0002, -0.0002, -0.0015, 0.0010, -0.0010, -0.0019, 0.0015, -0.0008, -0.0006, 0.0012, 0.0010, 0.0035, -0.0029, -0.0023, 0.0008, -0.0011, -0.0009, -0.0003, 0.0016, 0.0005, 0.0010, 0.0015, 0.0001, -0.0001, 0.0019, -0.0019]"
4,"- 웨이팅은 10분정도 했던 것 같음
- 맛은 적당히 맛있는 돈까스, 특별하게 맛있는지는 잘 모르겠다
- 등심으로 먹었는데 고기는 두꺼운편
- 주문하면 알아서 가지고 오고 퇴식 시켜야함",2025-07-08,1,"[-0.0005, -0.0002, -0.0004, 0.0016, -0.0015, -0.0031, 0.0009, 0.0040, 0.0018, -0.0022, 0.0008, -0.0041, -0.0011, 0.0030, 0.0017, -0.0050, 0.0045, -0.0024, -0.0041, 0.0007, 0.0045, -0.0008, 0.0044, 0.0013, 0.0030, -0.0053, -0.0014, 0.0022, -0.0033, -0.0027, -0.0017, 0.0015, -0.0010, 0.0002, 0.0011, -0.0005, 0.0047, -0.0047, -0.0028, 0.0009, -0.0008, -0.0021, -0.0013, -0.0057, 0.0010, -0.0004, 0.0001, -0.0055, 0.0025, 0.0006]"
4,"주말 저녁에 방문했는데 3-40분정도 기다리니까 입장할 수 있었어요! 매장 안에 테이블도 많고 주차장 공간도 넓어서 대기하기 편했어용
확실히 튀김옷이 깔끔하고 고기도 부드러워요 근데 30분 이상 기다릴 정도로 감동적이거나 특별한 카츠는 아니라고 생각해요",2024-12-22,6,"[0.0019, -0.0008, 0.0019, -0.0025, 0.0031, -0.0008, 0.0018, -0.0018, -0.0037, 0.0008, 0.0016, -0.0016, -0.0028, -0.0011, -0.0022, 0.0016, -0.0019, -0.0009, -0.0002, -0.0013, -0.0022, -0.0001, 0.0049, 0.0008, 0.0003, 0.0020, 0.0004, -0.0042, -0.0017, 0.0038, -0.0010, -0.0004, -0.0001, -0.0021, -0.0030, -0.0002, -0.0027, 0.0003, 0.0007, 0.0006, -0.0003, -0.0010, 0.0016, -0.0016, -0.0009, -0.0002, -0.0021, -0.0011, -0.0000, -0.0007]"
5,"포방터 본방 때부터 침흘리고 있었지만,
결국 6년만에 이제야 방문하게 됨.

치돈을 먹을 생각은 그닥 크지 않았지만(안심에 대한 기대가 컸음)
8시부터 줄 서서 30번대를 받은 마당에 안 먹을 수는 없었음.

돈까스는 엄청나게 바삭하고 고기는 부드럽고 소스는 감칠맛이 더해졌음. 굳이 소스를 찍어 먹지 않는 게 더 나을 정도로 고기의 맛과 튀김의 바삭함이 수려했음.
카레는 한식/일식 카레가 아니라 인도식 커리였음. 돈까스와 어울린다고 보긴 어렵고, 돈까스를 다 먹고나서 밥에다가 비벼 먹었음.

33개월 아이 2과 와이프와 갔는데, 4개(치돈 2개, 안심 2개) 시켜서 다 먹었다는 게 함정...

제주도에 다음에도 방문한다면 치돈 1개, 안심 2개, 등심 1개 시켜먹을 생각임. 치돈은 1개로 나눠먹어도 충분했음.

버킷리스트를 채운 느낌이라서 흡족한 방문이었음.

*사장님은 볼카츠 포장을 해주셔서 볼 수 있었는데 카리스마/무서움이 티비에서보다 더 크게 느껴졌었음. 화이팅하세요 !!",2024-10-22,1,"[-0.0009, 0.0005, -0.0012, -0.0002, -0.0014, -0.0012, 0.0011, -0.0011, -0.0030, -0.0001, 0.0004, -0.0015, 0.0005, -0.0001, -0.0004, 0.0022, -0.0003, -0.0008, -0.0019, 0.0024, -0.0001, 0.0020, 0.0019, -0.0024, -0.0001, 0.0016, -0.0016, -0.0003, -0.0020, 0.0002, 0.0009, 0.0004, -0.0013, -0.0009, 0.0016, 0.0011, 0.0009, -0.0001, -0.0015, 0.0007, 0.0004, -0.0000, -0.0006, -0.0023, 0.0025, 0.0004, 0.0011, -0.0014, -0.0006, -0.0018]"
2,"모든 메뉴를 먹어보고 리뷰를 남깁니다.
한국에서 엄청 유명한 식당이지만 줄을 설 정도의 가게인가 생각이 듭니다.
7월 현재도 주차는 무료입니다.
물 뿐만 아니라 음식마저도 셀프 서빙입니다.
기본 조미료에 와사비가 없습니다.
와사비 요청을 해도 해당 가게에서 아예 취급을 하고 있지 않기 때문에 받을 수는 없습니다.
맛은 괜찮지만 동네 맛있다는 돈까스 집을 가면 다들 이정도를 하기 때문에 줄까지 서서 먹어야 하나 생각이 듭니다.
처음 방문 했을 때에도 와사비에 대해 말했지만 4개월 뒤 2번째 방문 때에도 와사비가 없는 것을 봐서 사장님의 굳은 의지인 것 같습니다.
줄 서서 먹을 필요 없이 신세계나 현대 백화점에서 먹는 것이 더 맛있습니다.
지나가다 줄이 없다면 이런곳이구나 하고 한번쯤은 가보는 정도입니다.
볼카츠 정도는 괜찮은 편입니다.
카레는 미소된장국 그릇정도의 작은 카레입니다.",2024-07-22,0,"[-0.0020, -0.0002, 0.0015, -0.0016, -0.0004, -0.0010, 0.0018, 0.0006, -0.0014, -0.0017, 0.0013, -0.0010, -0.0007, -0.0002, 0.0004, -0.0013, 0.0014, -0.0001, -0.0029, 0.0000, 0.0006, 0.0010, 0.0017, 0.0018, 0.0007, -0.0008, -0.0014, 0.0006, -0.0007, -0.0012, 0.0022, -0.0011, -0.0008, -0.0003, -0.0025, -0.0004, 0.0003, -0.0021, 0.0010, -0.0016, 0.0015, -0.0006, -0.0014, -0.0015, 0.0005, 0.0002, -0.0019, -0.0007, 0.0019, 0.0024]"
5,"기다려서 먹을만 하다!
왜 먹지는 알겠다!!!
라는 느낌이 드는 맛이었고, 캐치테이블하고 놀다가 미리 연락오니깐 맞춰서 오면 돼요",2025-04-22,1,"[0.0009, 0.0012, -0.0009, 0.0036, -0.0024, 0.0045, -0.0005, -0.0004, -0.0032, -0.0063, 0.0054, -0.0039, 0.0013, 0.0011, 0.0058, -0.0008, 0.0037, 0.0012, -0.0023, 0.0040, -0.0012, 0.0023, -0.0032, -0.0044, -0.0032, 0.0028, -0.0025, -0.0006, 0.0009, -0.0018, 0.0014, 0.0037, 0.0009, -0.0066, -0.0002, 0.0058, 0.0003, 0.0066, -0.0008, -0.0012, -0.0027, -0.0007, 0.0022, 0.0032, 0.0039, -0.0034, 0.0014, -0.0016, -0.0041, -0.0006]"
3,"그렇게 유명한 돈까스집이라해서 포방터 방영되고 5~6년? 만에 드디어 방문했습니다.

오전9시에 웨이팅 대기줄 서고 10시 8분에 75번째로 예약했습니다. 그리고 오후 2시 10분쯤에 입장했습니다.

메뉴는 일반 등심카츠
근데 줄서서 먹을만큼 맛집은 아니라고 생각합니다. 튀김은 바삭해요 근데 약간 부드러운 바삭이 아니라 좀 단단한 바삭 느낌 떨어진 빵가루가 은근히 먹을만함

카레는 한 번쯤 경험해보시길 추천드립니다. 마늘 향 카레가 한국인 입맛에 맞을거라고 생각합니다. 아, 식사후 마늘향이 좀 입안에 마늘향이 많이 남아있으므로 바로 양치하는 걸 추천",2025-02-22,5,"[0.0005, -0.0005, 0.0000, -0.0012, -0.0005, -0.0028, 0.0028, 0.0004, 0.0006, -0.0003, -0.0002, -0.0038, 0.0021, 0.0024, -0.0013, -0.0012, -0.0008, -0.0005, -0.0019, 0.0016, -0.0007, 0.0016, 0.0021, 0.0015, 0.0009, -0.0001, 0.0006, -0.0047, -0.0015, 0.0006, 0.0005, 0.0006, -0.0013, -0.0021, 0.0015, 0.0023, 0.0008, -0.0006, -0.0018, -0.0011, 0.0021, -0.0004, 0.0021, -0.0004, 0.0034, 0.0027, -0.0005, 0.0022, -0.0018, 0.0005]"
5,"웨이팅해두고 근처 구경다녀왔는데도..
웨이팅시간이 어마어마해요ㅎㅎ
내부는 깔끔했고 직원분들은 하나같이 다들 너무너무 친절하시더라구요
기다린시간이 길었던만큼 돈까스는 순삭ㅎㅎ
치즈를 못먹어서 아쉬워서 치즈볼카츠를 먹었는데
치즈돈가스..더 만들었음좋겠어요ㅎㅎ
카레도 추가해서 먹었는데
맵찔이인 저에게는 조금 매콤했어
그치만 밀키트도 사왔다능ㅎㅎ",2025-01-22,2,"[0.0001, -0.0009, -0.0001, 0.0002, -0.0003, -0.0022, 0.0037, -0.0020, 0.0005, -0.0001, -0.0007, 0.0014, -0.0006, -0.0028, -0.0034, -0.0001, 0.0028, -0.0025, -0.0050, 0.0017, 0.0002, 0.0015, 0.0019, 0.0008, 0.0002, 0.0023, -0.0030, -0.0019, 0.0020, -0.0016, -0.0019, 0.0035, -0.0041, -0.0025, -0.0001, 0.0013, 0.0017, 0.0024, 0.0017, 0.0015, -0.0021, 0.0000, 0.0004, 0.0020, 0.0040, 0.0028, 0.0003, 0.0018, 0.0003, 0.0009]"
5,"연돈 볼카츠랑 돈까스도시락 포장해서
중문해변가에서 먹었습니다.
오늘 운좋게 연돈사장님께서
직접 조리해 주셨고, 주문후 3분이내 받았습니다.
정말 맛있습니다.",2025-01-22,2,"[-0.0047, 0.0027, -0.0003, -0.0017, 0.0037, -0.0047, 0.0013, 0.0045, -0.0051, -0.0051, -0.0025, -0.0008, 0.0003, 0.0010, 0.0032, -0.0002, 0.0045, 0.0002, -0.0081, 0.0020, -0.0035, -0.0011, -0.0002, -0.0025, -0.0028, -0.0007, -0.0004, 0.0045, -0.0008, 0.0007, 0.0076, -0.0035, -0.0019, 0.0043, 0.0002, 0.0017, 0.0033, 0.0053, -0.0005, 0.0006, -0.0021, -0.0012, 0.0021, 0.0028, 0.0036, -0.0012, 0.0031, 0.0014, -0.0016, 0.0038]"
3,"드디어 먹어봤다
맛은 나쁘지 않다
밑에 댓글중 이정도 맛내는집은. 많다는거에 나도 동의한다
그렇다고 싸지도 않고
이렇게 줄서서 먹을만한것도 아니고
줄시지 않으면 먹어볼만하다",2025-05-22,3,"[-0.0007, -0.0008, 0.0016, 0.0016, 0.0003, 0.0001, -0.0018, -0.0025, -0.0033, -0.0042, -0.0014, -0.0063, -0.0004, 0.0017, -0.0034, 0.0017, 0.0014, -0.0031, -0.0011, -0.0044, -0.0020, 0.0006, 0.0002, 0.0022, 0.0027, 0.0012, -0.0010, -0.0006, 0.0005, 0.0030, 0.0002, 0.0012, -0.0003, -0.0019, 0.0022, 0.0032, 0.0005, 0.0000, -0.0015, 0.0021, 0.0017, 0.0028, -0.0006, 0.0013, 0.0020, -0.0025, -0.0022, 0.0020, 0.0006, -0.0005]"
4,"제주도 서귀포시 색달동 - 중문 관광단지의 더본호텔 입구에 돈가스 식당입니다.

서울시 서대문구 홍은동 포방터 시장에 있다가 더본코리아 백종원 대표의 도움으로 현재의 위치로 옮겨왔다고 합니다.

접근 및 주차
1132, 1136 제주지방도가 갈라지는 분기 지점에 위치합니다. 연돈 진입 주차장 차단봉은 올라가 있어서 대기 시간 동안 기다릴 수 있었습니다.
(오전 11시 30분 방문 당시) 대기 번호 140번대여서 테이크 아웃 후 주차장을 나섰습니다.

본매장 입구에는 키오스크가 있습니다. 대기 순번, 인원을 등록할 수 있고, 본인의 대기 순서를 확인할 수 있습니다. 오전 11시 30분 즈음 방문했는데도 앞 대기 143팀이 있어 부득이하게 매장에서 취식은 못했습니다.

단독 건물 매장 입구 오른편에 연돈볼카츠 테이크아웃 카운터가 있습니다. 키오스크 주문 후 수령할 수 있었습니다. 볼카츠 주문 후에 튀겨지기까지 약 10분후에 테이크아웃할 수 있었고, 약 10분 이동 후에 야외에서 바다를 보면서 먹었는데도 튀김의 바삭함과 육즙이 좋았습니다.",2024-11-22,4,"[0.0011, 0.0018, 0.0021, 0.0010, 0.0011, 0.0002, 0.0025, 0.0011, -0.0034, -0.0015, -0.0012, 0.0001, -0.0001, 0.0003, 0.0043, -0.0012, -0.0013, -0.0013, 0.0007, 0.0007, 0.0002, -0.0010, 0.0023, -0.0017, 0.0010, 0.0010, -0.0026, -0.0033, 0.0014, 0.0008, -0.0005, -0.0005, -0.0012, -0.0012, -0.0012, 0.0012, -0.0005, 0.0022, 0.0001, 0.0001, 0.0031, -0.0017, 0.0003, 0.0008, -0.0016, 0.0008, -0.0007, -0.0020, -0.0022, 0.0004]"
