index,rating,date,content
41,5.0,2024.12.13,"주말도 아니라 여유 있겠지 싶었어서 8시 50분 도착하니.. 벌써 줄은 길더라고요.. 원래도 돈까스를 즐겨먹지 않아서 기대는 낮았고, 입병 때문에 부드러운 음식만 먹다가 남자친구가 연돈 노래를 불러서 같이 먹은건데 어째서 돈까스를 먹었는데 입천장 한 번을 안 찔린 건지 아직도 의문입니다.. 분명 바삭한데 부드러웠어요..! 여기서 좀 감동.. 튀김옷만 따로 먹었을 때 쿠키 맛이 나는 것 같았어요ㅠㅠ 기다리는 동안 기대치가 낮아졌지만 먹고 나니 생각이 아예 바뀌더라구요!! 또 치즈는 왜 20분 정도 지났는데도 늘어나는 건지.. 의문 투성이였습니다.. 사장님이 마법사가 아닌지..."
42,4.3,2025.05.28,"첫 방문인데 기대를 하고 가도 맛있었습니다(평일 3시에 방문해서 1시간 기다렸다)

입 천장 다 까질듯한 바삭한 튀김옷인데, 기름을 잘 빼서 느끼하지 않았습니다.
그래서 그런가 고기는 부드러웠는데 금방 식는 느낌이랄까? 후반에는 좀 퍽퍽하게 느껴졌습니다.
양도 많아서 먹기 전엔 다른 테이블에서 한조각씩 남기길래 '왜 남기지?' 생각했는데 잘 먹는 저도 한 조각 남겼습니다.
(치즈카츠 품절이라 아쉽다)

카레랑 치즈볼카츠는 굳이? 안 먹어도 될 거 같습니다(가격대비 맛있는지 모르겠다)
깍두기 좀 더 맛있게 담그면 좋을 것 같다.

집 근처에 있으면 일주일에 한 번씩 갈 맛인 것 같아요. 괜히 연돈연돈 아닙니다(이 가격에 양, 퀄리티 탑급 확실하다)"
43,5.0,2024.09.15,꼭 재방문 하고싶고 다음에는 빨리 대기하고싶습니다 정말 났있었습니다
44,5.0,2024.03.22,"제주도 첫 여행의 본스케쥴을 연돈 대기로 시작했습니다! 비수기 평일(월요일 오전 9시 20분부터 대기)이라 치즈카츠 컷/예약 대기는 어렵지 않았어요:)

본론으로 들어가자면 >기다려서까지 먹어야하나<는 다른 흑돼지 돈까스에 비교하면 1.제주도(관광지역)가성비 2.도드람한돈 사용 3.어디와도 비교 불가능한 튀김옷 4.살아있는 양배추(소스♡) 등이 강점이였습니다. 고기 육질이 부드럽고 튀김옷이 방송에서 보던 것까진 아니라도 국내에선 아직 비교할 만 한 곳이 없었네요. 주관적 평일 순 있지만 말이죠!

안심카츠가 본래는 없던 메뉴라 시켜봤습니다만 상당히 부드럽고 아이들이나 이가 좋지 않으신 분들에게는 매우 추천드리는 식감을 자랑했습니다. 치즈카츠는 정말 좋은 치즈를 쓰셔서 오, 하는 감탄사는 나왔으나 제법 식어있어 늘어나지 않았던 치즈 부분이 아쉬웠습니다.

그 다소 아쉬운 감에 나오면서 사장님이 서 계시는 볼카츠쪽으로 가서 치즈볼카츠와 연돈도시락을 구매했습니다. 바로 튀기시는 것 같아서 간 것도 있지만 연돈 사장님이 거기 서계신다면 먹어봐야지요 ㅎㅎ 어린이 입맛 기준, 둘이 먹어본 결과 치즈 볼카츠가 진짜 미쳤습니다. 겉바속촉의 정석이고 양파향이 은은하게 나는데 전혀 거북하지않아서 야채를 식감탓에 먹지 못하거나 싫어하는 아이에게도 먹일 수 있는 수준이더라구요. 친구가 야채 먹는 건 젬병인데 맛있다고 허겁지겁 해치웠습니다. 보증합니다. 제가 녹은 치즈카츠를 먹지 못해 아쉬웠음을 감안해도 따끈따끈하게 끊기지않고 쭈욱 늘어나는 치즈와 팡 터지는 육즙이...한번 드셔보셔야합니다. 정말이요. 아쉬움을 싹 지워주다못해 이거 더 사가야한다. 는 생각만 더 들었습니다. 금방 돈까스 먹고와서 더 먹는 상황인데도 불구하고! 기실, 이것 때문에 사장님이 직접 튀기는 돈카츠도 먹어보고 싶다는 욕심도 생겼습니다. 물론 전수해주시는 제자분들도 노력하시겠지만 연록이 쌓여 꾸준함이 만들어낸 손길은 그것과는 다르니까요ㅠ

제가 프랜차이즈는 안가봤는데 볼카츠연돈본점 가시면 꼭 ★★★사장님의 볼카츠를 먹어봐주세요★★★연돈 도시락은 유튜브에서 추천한 식어서 밥에 소스가 스며든 상태로, 식어서 먹게 되었는데 따끈한 튀김에 바삭한 질감이 아니라 먹기좋게 식은 상태에 튀김옷 새로 스며든 녹녹한 소스와 밥의 조화로 저녁 간식으로 챙겼습니다 ㅎㅎ 관광이라 집과는 좀 거리가 있지만 아쉬운따라 체인점을 가면서 글을 써봅니다. 번창하세요:) 제주가 따뜻해지면 또 오겠습니다."
45,5.0,2025.07.12,"무조건 치즈 무조건 치즈!!! 엄청 진짜 너무 맛있었어요ㅜ
볼카츠도 시켰는데 육즙이 장난아니었어요
또 생각 날 맛입니다"
46,4.7,2024.12.04,"오랜 웨이팅 끝에 맛본 연돈!!
기대 이상!!"
47,5.0,2025.07.16,"전날 저녁엔 안심을 먹어보고 다음날은 치즈돈까스를 먹어보고싶어 오전 일찍 현장웨이팅을 했습니다.
치즈돈까스는 생각보다 특별함이 없어 재방문 한다면 안심돈까스를 먹을것같아요. 재방문의사는 매우있습니다!
먼저 돈까스 튀김 겉면이 마치 KFC 치킨마냥 바삭하고 고소하이 맛있었고, 고기도 부드럽고 맛있었습니다. 육향이 부족하다는 글도 있었는데 개인적인 생각으로 육향이 나쁘게 말한다면 잡내라고 생각하는데 오히려 향이 없는부분이 호불호가 덜 갈릴것 같았습니다.
그리고 카레...지인짜 맛있었어요 다진고기와 다진양파 건더기가 있는데 핸드메이드 카레라 그런지 너무맛있었습니다. 강황향이 살짝 올라오면서 끝엔 양파인지 과일인지 기분좋은 단맛이 올라와 만족스러웠습니다. 하지만 먹는도중 돼지고기의 뼈인지 뼈가 2조각 나왔었습니다.(이미지맨뒷장) 같이 먹은사람이 치아가 부숴지는줄 알았다고 하지만 컴플레인은 넣지않았습니다. 다음번엔 더 신경써주세용.샐러드 드레싱은 기존 돈까스집에서 나오는 유자, 흑임자, 참깨소스가 아니라 타르타르소스+ 요거트?맛 살짝 이 조합이 좋아서 소스 진짜 맛있었습니다. 다음에 또 먹으러 갈게욥ദ്ദി ( ᵔ ᗜ ᵔ )"
48,5.0,2024.06.08,"리뷰같은 걸 잘 안쓰는 편이지만,
여기는 꼭 써야겠다 싶어서 한번 써봅니다😁

방송이나 인터넷을 무조건 신뢰하고 그러질 않는데,
생각이 바꼈답니다 ㅋ 맛은 말할 필요가 없이 맛있었습니다 ㅋ
앞으로 다른 카츠류를 먹지 못할지도 모를정도입니다😅
카레도 마찬가지였고요🤣

제주도 여행 계획중이신분들, 웨이팅이 길어서 솔직히 힘드시겠지만, 한번 방문해보시는 걸 권해드립니다😁

맛있게 잘 먹었습니다😁"
49,5.0,2025.06.10,"1시 반쯤 웨이팅 걸어놓고
그 근처 선물가게랑 카페랑 주상절리 보고왔어요
(근처 토끼떡공방 가보세요 👍🏻- 전 화요일 딱 휴무라 못감 ㅠㅠ)
평일인데도 2시간 조금 안되게 기다렸네요!!
튀김옷이 진짜 빠싹했고
고기는 촉촉했습니다 부드럽구요!

제주에서 이가격 12000원에
이런 돈가스라니…
유명한데 가성비
좋으니 다들 웨이팅 할 수 있는거죠

다 먹고
빽다방연구소가서
텀블러에 아아 한잔 테아해서
나왔습니다
좋은
루트네요"
50,5.0,2024.08.02,"6시30분 1번째 도착
7시 되니 사람들 오기 시작
전날 다이소에서 의자 구매했어요
목요일보다 금요일 대기줄 더 길어요
10시 오픈 대기번호 1-5번입장 주문 받고 거의 다 먹으면
6-10 번 이런식으로 들어가요
한꺼번에 들어가는게 아니더라구요
자리가 남아 있어도 못들어가요
사장님은 볼카츠쪽에서 계속 튀기고 계셔요
고기 냄새 안나고 부드럽고 소스 카레 다 맛있어요"
51,5.0,2025.03.17,맛있어요. 이른아침부터 줄서서 먹어야하는거 빼곤 좋아요. ㅎ
52,5.0,2025.01.06,예시 연돈 이유가 있네요 치즈도 엄청나고 돈까스도 짱
53,5.0,2025.04.06,너무 맛있네요 치즈돈가스 많이 만들어주세요
54,5.0,2025.06.08,"남편이 너무나 기대했던 연돈 ✨
돈가스에 진심인 남편은 먹자마자
여기가 여태껏 먹었건 돈가스 중
1등이라고 하네요!
바삭함의 끝판왕 …
저희는 카레 선물하려고 3박스 구매도 했어요^^

웨이팅이 길어요ㅠ 오후 방문 추천드려요"
55,4.7,2025.07.01,"지극히 평범한 클래식한 일식 카츠 맛.

맛은 준수하거나 무난한 맛.
맛 없지는 않은데, 옛날에 일식 카츠 먹을 때 맛.
미X야 먹던 시절에 느끼던 맛.
흔히 아는 맛이라고 생각하면 될 거 같아요 !"
56,5.0,2024.04.02,"4인 1 테이블에 치즈 1 등심 1 안심 2 주문 했어용
진짜 고퀄리티..🧡 이 말 하나가 딱 맞슴다
깔끔 담백하고 고기는 어찌나 두꺼운지;; 저는 입천장 취약인간이라 베어물다가 입바닥까지 다 튀김옷에 다 까져부럿네요 (개인적으로 짤라먹을 수 있는 도구가 있어도 좋을 것 같은데 여쭤보진 않아서 있는지 없는지는 몰게써유ㅎㅎ)
이 가격에 이 퀄리티라뇨~~~ 너무 배불러서 남기고 온게 한입니당 ㅠ^ㅠ 저희는 카레 2인 1개 추가해서 노나먹어찌요

주차는 웨이팅 11번이라 오픈시간보다 조금 더 미리 와서 대기했는데 주차장이 생각보다 넓었어요!
토요일 8시쯤 도착해서 환연3 보면서 대기하다가 대기 예약 걸고 주변 관광지 둘러보면 좋을 것 같아요 저희는 주상절리 다녀왔네요~~~
더본호텔 바로 앞이라 투숙하면서 방문하시는 분들도 많았어요! 저는 번갈아가면서 씻으러 가시는 분들 보면섬 대기 중 작은 재미포인트로 봤어요ㅎㅎㅎ👍👍
줄서서 차례로 예약하면 되고 기계는 2대였어요.
1테이블(1팀)에 치즈는 1개만 가능하구 그래서 일행끼리 찢어져서 드시는 분들도 계신 것 같더라구용

매장 내부 넓직해서 안 답답해서 좋았어요.

그냥 기록용으로 찍었던거라 사진이 잘 안나왔지만 볼카츠도 나오면서 포장구매했는데 배가 불러서 차에 두고 다니다 다 식은 다음 먹었는데도 짱맛났어용"
57,5.0,2024.09.06,"연돈을 먹을 때도 너무 맛있었지만, 휴가가 끝나고 돌아와 집 주변 돈가스 맛집을 갔는데, 연돈이 정말 맛있었다는 것을 다시 한번 느꼈다.

나의 인생 돈가스다. 깨끗하고 깔끔하고 담백하고 부드럽고 연돈 사장님의 철학이 담긴 정성스러운 음식

사장님 이런 음식 먹게 해주셔서 정말 감사합니다!

식사를 끝내고 팩에 담긴 카레를 사기 위해 매장 바깥 포장 주문하는 곳에 갔다. 거기서 낯익은 얼굴을 보았는데, 그것은 다름 아닌 바로 연돈 사장님 !!

더운 날씨에 음식을 직접 튀기고 있었다. 땀이라도 닦아
드리고 싶었다. 사장님을 영상에서만 보다가 직접 보니 반가웠다.

사장님은 우리를 반갑게 맞이해 주셨고 가벼운 이야기를 주고받았다! 사장님에게 정말 맛있는 음식과 좋은 기운을 받을 수 있어서 감사했다.

사장님 항상 건강하고 행복하세요 !

연돈 최고 !"
58,4.7,2024.09.05,"아기가 있다보니 일찍가서 웨이팅하긴 어려워 치즈돈까스는 한정메뉴라 애초부터 포기한 채 나머지 메뉴 맛보러 갔는데요 겉은 진짜 바삭 그 자체로, 속은 부드러워요 이거야말로 겉바속촉 돈까스입니다 저는 등심. 안심 중에 안심이 좀 더 제 스타일이었고 치즈돈까스를 대신해서 치즈볼까츠 먹었는데 육즙 팡팡 치즈가득 만족했어요 테이크아웃으로 볼까츠는 포장도 해왔네요 ㅎㅎ 그리고 카레소스는 필수로 주문하세요 별미입니다 ㅎㅎ
웨이팅은 어마어마하지만 한번쯤 들려볼만하고 아깝지 않습니다! 다음에 치즈돈까스 꼭 도전해보고 싶어요"
59,5.0,2025.06.11,연돈은 치돈하고 카레조합이죠
60,4.7,2025.01.23,"숙소에서 1시간 거리에 있었어요. 아이들과 한라산 등반 하려고 왔다가 아이들이 가자고 해서 크게 기대하지 않고 일단 가보자 했어요. 새벽부터 대기하시는 분들이 많다고 해서 상황보고 기다릴 수 있으면 기다리고 너무 길면 포기 할 생각이었어요. 8시쯤 숙소에서 나와 9시쯤 도착했는데 생각보다 많지 않았어요. 30분정도 지나니 우리 뒤로 많은 분들이 대기 했어요.
식사는 오후 2시가 조금 넘어서 했어요. 직원분께서 친절하게 주문을 도와 주셨어요. 68번째 였는데 치즈카츠는 아쉽게도 진작에 품절되어 구경도 못했는데, 등심과 안심을 골고루 주문하고 테이블에 앉자마자 거의 바로 음식이 나와서 깜짝 놀랬어요. 하지만 음식은 직접 가져 가시란 말에 쬐금 당황 했지만 한입 먹자 마자 음.. 음... 와~~^^;; , 그랬죠.
음식 양은 적당하고, 겉바속촉은 이런걸 말하는거지, 두툼한 고기에 육즙도 가득, 순삭 했어요.
언젠가 치즈카츠를 먹으러 꼭 다시 와야겠다고 다짐하고, 칭찬일색 아이들과 깨끗하게 비우고 나왔습니다.
주차장 여유있고 웨이팅하거나 식사하거나 모두 무료로 이용 했어요."
61,5.0,2024.06.14,"아주 바삭한 겉과 부드러운 고기속이 아주 맛있습니다.
돼지냄새 없고 두께도 적당하게 두툼하네요.
위; 안심가스
아래; 등심가스
그리고 치즈볼카츠, 카레~~
안심, 등심 둘 다 맛있어요.
1시37분이 되니 치즈돈가스 품절되어서 아쉬운대로 치즈볼카츠로 달랬는데 탁월한 선택이었어요.
우리는 1시50분쯤 입장했는데 예약줄은 오전9시30분부터 40분간 기다려서 10시10분에 입력했습니다.
조금만 빨리 예약했으면 치즈돈가스를 주문할 수 있었겠죠^^
다시 방문해도 좋을만큼 아주 맛있는 집 맞습니다!"
62,5.0,2025.05.23,"더본호텔에서 묶다가 아침에 대기줄이 많지 않아 줄서서 대기하고 먹었습니다
줄서자마자 뒤로 많이 오긴 했지만요
여전히 대가가 많아요
도대체 돈까스가 맛있으면 얼마나 맛있을까하고 한번 먹어보자하고 먹었는데 하~진짜 맛있네요
제가 돈까스를 먹기위해 태어난 아들을 키우고 있는 사람으로서 얼마나 많은 돈까스를 먹어보았겠어요
치즈,등심,안심 ,카레까지 모든 종류 다 시켰어요
치즈는 일단 식어도 딱딱해지지 않아요, 그리고 치즈를 감싸고 있는 고기가 정말 얇아요
등심,안심은 한입 베어 무는 순간 바사삭
이렇게 바삭할수있나가 첫번째 그다음은 이게 이렇게 부드럽다고가 두번째입니다
먹으면서도 이게 왜 맛있지 하며 감탄하며 먹었네요
카레는 야채도 없고 고기 많이 들어 있어요
그런데 맛있어요 호불호가 있을수 있으나 살짝 매운맛이 나면서 맛있어요(참고로 저는 카레를 좋아하지 않아요)
카레 레트르트 따로 팔길래 구매했습니다
같이 나오는 샐러드 싱싱합니다
회전율 빨라요
다먹고 나니 입안에 남는게 없이 깔끔해요(튀김임에도 불구하고 기름기 같은게 안남아요)
기회가 되시면 꼭 드셔보시길 추천합니다"
63,4.2,2024.10.05,"우선 맛있었습니다. 기다릴 만큼의 맛이었고 아내는 치즈돈카츠의 치즈를 참 좋아했습니다. 너무 좋았어요.
다만 웨이팅 시스템은 아직도 이해가 힘듭니다. 7시반부터 기다렸는데 8시 조금 넘어서부터 직원이 나오더라구요. 그런데 태블릿을 그때부터 꺼내는 건 어려운건가 하는 생각이 첫째로 들었습니다. 이유가 있겠거니 했는데, 10시에 열어주더라구요. 두번째는 오픈 이후의 상황입니다. 12시 입장 가능할까 싶어 12시부터 앞에서 기다렸는데요. 매장에 테이블이 상당히 많이 남아있는데도 칼같이 8팀 입장을 지키시더라구요. 결국 24번 받고 12시 40분경 입장했습니다. 뭐 여러 후기를 보고, 번호에 따른 대략적 입장 시간 파악하지 않은 제 잘못이라 하면 할말 없는데, 밥 먹는데 이렇게까지 알아보고 가야하나라는 생각이 절로 듭니다. 테이블이 비어있는걸 눈으로 보니 여유있게 도착했어야 했단 생각을 하기가 어렵고, 다른 곳 갔다가 그 사이에 열릴까 싶어 계속 기다리니 결국 40분을 더 기다린 셈이잖아요. 그렇다고 대기 공간을 넓게 빼거나 안내해주는 친절한 구석도 없구요. 그냥 빈 테이블 전부 들여보내면 안되나 하는 생각이 들었어요. 앉을 곳도 없고 참 힘들었는데 말이지요. 물론 이 점도 딱히 왜 그런지에 대한 설명은 없었구요. 그래서 드는 생각은 그냥 좀 더 친절할 순 없나 하는 겁니다. 지금 벌써 몇년째 이렇게 웨이팅이 걸리는 식당이라면 조금만 더 웨이팅 고객에게 친화적으로 영업할 만한데 아직도 너무나 불친절한 시스템이 참 아쉽습니다. 사람이 불친절하단 게 아니라 시스템이 아쉽단 이야기입니다.
맛이야 당연히 재방문 의사 100퍼센트입니다만, 이런 웨이팅 시스템으론 다신 방문 못 할 거 같습니다."
64,5.0,2024.05.20,"너무 맛있게 잘 먹고 왔습니다 ^^
또 제주 온다면 또 먹고 싶어요"
65,5.0,2024.08.03,"연돈 작년에 여행와서 실패하고 올해 드디어 먹었네요 ❤️
돈까스맛이 거기서 거기라는 평들이 많은데 저는 새벽부터 대기할만한, 충분히 기다릴가치가 있는곳이라고 생각해요^^
집에서 가끔 치돈 만들어주는데 고기테두리 얇고 균일하게 만들기 쉽지않고 그리고 치즈가 짜지도않고 고소하고 너무 조화로웠어요~ 사장님의 노력이 그대로 맛에 전달되는맛👍👍
큰아들 치돈 나오고 5분만에 순삭하고 추가해서 하나더 먹었어요 ~소식가 초딩 작은아들과 대식가 남편 큰아들 치돈4개 등심1개 입장하고 30분도 안되는 시간에 다 먹고 나왔어요
오픈런팁‼️ 저희는 전날 더본호텔에 묵었는데 아침잠 없는 제가 6시45분쯤 내려가보니 앞에 3분계셨어요
8시쯤되니 많이들 오시는듯요
더본 조식 포기못해서 아들과 남편먼저 조식먹고 8시반쯤 저랑 교대하고 대기등록은 9시반부터 했어요
캠핑의자 가지고 가서 앉아있었는데 그늘이라 덥지도 않고 편하게 대기했어요 대기하러 가실분들 다이소에서 작은 의자라도 사서 가시면 조금이나마 편하실듯요
모두 성공하셔서 맛있는 돈까스 드세요💙"
66,5.0,2025.05.25,"안심 치즈 맛있구요, 튀김옷이 많이 바삭해요"
67,5.0,2024.06.08,"휴일이 껴서 그런지 다른 리뷰보다 조금 더 웨이팅 숫자가 많은거 같았어요 ㅜ.ㅜ

8:45분부터 줄섰는데
(티맵에 연돈치면 전 주소로나와서 얼탔습니다ㅜㅜ.... 전매장도 그냥 닫혀있는 느낌이라 왜 줄이없지 하거 의심하고 이전한 위치 얼른 찾았었어요)

갑자기 비가 더 내려 우산사고
그 덕에 좀 더 일찍 9:45쯤 캐치테이블 열어주신거 같기도 하구요 ㅎㅎ

73번 나와 치즈카츠는 포기하고
2시쯤 딱 들어갔어요 예상시간 넘나 정확..!

안심, 등심, 카레추가, 치즈볼카츠 시켰습니다!!

안심은 부드럽고
등심은 더 식감이 있고 겉에 튀김가루가 더 크고 바삭해서
전 등심이 더 맛있었어요 ㅎㅎ

남편은 깔끔해서 안물린다하고
(전 배가 많이 안고파 반밖에 안먹어서 나머지 남편이 다먹음 ㅎㅎ)

카레도 정말 맛있었어요!
카레는 선택아닌 필수인거같습니다 ㅎㅎ

볼카츠는 쭉쭉 잘 늘어나지만
개인적으로 함박스테이크 같은 다짐육을 안좋아해서
다음엔 안먹을거같아용 ㅎㅎ

음식나오는속도 빠르고
매장 깔끔하고 직원들 바빠보이지만 할거 다해주며 친절!!
다음에가면 더본호텔에서 묵으며 한번쯤 더 갈거같아요 ㅎㅎ!"
68,5.0,2025.07.18,"금요일 1시에 웨이팅 걸고 4시에 입장안내메일이 오더라구요🖤 220번이었도 150팀정도 대기가 있었어요!
웨이팅 기다릴만 합니다ㅎㅎ대존맛이에요!!! 치즈까스가 젤루 유명한데 못먹어서 너무 아쉬워요ㅠㅠ근데 등심, 안심 진짜 여태 살면서 먹어본 돈까스 중 최고에요! 첨 먹어보는 맛😍 반했어요!! 튀김, 고기 질, 식감, 맛 다 미친맛,,❤️ 또 갈거에요! 사장님 따랑해여"
69,5.0,2025.06.18,맛있어요~
70,4.7,2024.06.15,"치즈돈까스를 못먹어서 아쉽..
10시쯤!? 일찍갔는데도 웨이팅이 130번대…

오후 3시쯤 들어간듯 하네요.
등심까스 안심까스 볼카츠
카레랑 같이시켜 먹었는데
와 맛있다고는 안느껴지고 돈까스 부드럽고 기름도 깨끗하고
바삭하니 좋네요!!
돈까스 맛은 걍 먹을만 하다 정도??
맛안 사람마다 개인차이니까 ㅎㅎ
볼카츠는 뭐 동네에서 먹어봐서ㅎㅎ 익숙한 맛!!
카레는 완전 맛있어요!! 밥 시켜서 비벼먹고싶은!!
치즈를 먹었어야 하는데 품절이라 아쉽네요ㅠㅠ
웨이팅이 너무 길다보니 재방문 의사는 글쎄요…
막 몇시간 기다리면서 먹을정도는..
또 갔을때 치즈가 있을지도 모르겠고..ㅠㅠ"
71,5.0,2024.12.19,메뉴 다먹어봤어요~~~새벽 7시부터 기다렸는데 3번째로 줄서 있었는데 7번째임..ㅋㅋㅋㅋ알바분께서 문 열어주시면 기계가 두개라서 그냥 순서 없이 우르르 들어가서 캐치테이블 기계로 순번 작성하는데 줄 체크나 이런거 따로 안해주시니까 앞사람 늦어지면 줄 상관없이 뒷번호로 밀려남ㅋㅋㅋ줄 좀 관리해주시길..새벽부터 기다려서 드디어 먹은 연돈 돈까스ㅠㅠㅠ7번째라 12시 오픈하자마자 거의 바로 들어갔어용ㅎㅎ역시 소문대로 진짜 바삭하고 역대급 돈까스에요~~티비에서만 보던 사장님도 계시고 전 메뉴 다 맛있어요! 튀김이 이렇게 바삭할수있다니..연돈 방문했는데 펭수도 만났어요ㅋㅋㅋㅋㅋ
72,4.7,2024.12.11,"드디어 와본 연돈!! 7시 50분 도착해서 웨이팅 번호 10번 받았습니다. 캐치테이블은 9시 50분 부터 대기번호적을수있게 해줬고 12시 오픈하자마자 10번까지 첫번째 입장할수있게 해줘서 바로 들어갔어요. 치즈, 등심, 카레, 치즈볼카츠 시켰고 돈까스들은 호불호 없이 전부다 맛있었어요. 개인적으로 치즈카츠는 한번쯤은 시켜먹어볼만한것같고 판매수량이 한정적이라 더 시켜보고 싶었던것같아요. 다음에 오면 그냥 등심이랑 안심시킬것같아요. 카레는 엄청 진하고 꾸덕한 맛이어서 좋았어요. 웨이팅이 길긴하지만 충분히 기다릴 가치가 있는 맛이었습니다. 다음에도 또 방문하고싶어요."
73,5.0,2025.01.19,"<웨이팅 1번의 찐후기를 알려드립니다>
제주 스무번 넘게 온 사람입니다.
저에게 연돈은 닿을듯 닿지 못하는 곳이었어요.
몇년전 어플로 예약할때 몇번 광탈하고 포기했죠.
하지만 연돈을 먹지 못한다면 먹보로서의 자존감이 낮아질것 같았어요. 🥹

제주 지인은 오후에 가면 웨이팅 없이 먹을 수 있어 그렇게 하자..

근데 언니.. 그럼 치즈까스가 없잖아?!!!😱

겨울 웨이팅 준비물 : 캠핑의자, 핫팩, 보조배터리, 무릎담요 (위아래 내복입기, 털모자 굿, 장갑)
참! 블로그보면 캠핑의자 다이소나 낚시의자 정도로 추천하시는데 찐캠핑의자가 버티기 좋아요. 정말 편히 앉아서 저 하나도 안힘들었어요.

1️⃣ 새벽 6:50분 연돈 도착 / 앞에 한팀 있었음
그러다 앞에 계신 분들이 차로 들어가셨음 (열팀 줄서면 그때 나오자고 하심) 그래서 내가 1번됨 갸갸갸갸갸

2️⃣기다림 : 넷플도 보고 유튭도 보고 게임도 하고 자기반성도 하고 인생계획도 세우고 나 개열받게 한 동료도 생각하고... (친구나 가족 같이오면 대화할거 같죠? 다들 조용히 ㅋㅋ 한명만 희생하세요)

3️⃣ 9:55분에 직원분 들어가시고 10시에 딱 웨이팅대(?)에 태블릿 두대 올려두시고 오픈 / 두대라 두명씩 가능 그래서 저는 1,3번을 받았어요. 2번은 제 뒤에 분이 ㅋㅋ
(저는 5명이서 먹을거라 번호 두개로 나누어 줄서요^^)

4️⃣ 주차장은 웨이팅 끝나면 한가해져요. 지금 1월은 연돈 주차장 무료입니다. 웨이팅 끝나고 중문쪽 가서 전기차 충전함 / 거기 스벅, 맥도널드 있으니 거기서 대기하셔도 좋을듯 해요.

5️⃣ 12시 정시 연돈 입장 (처음에는 5-8팀민 입장 / 아무래도 주문 후 만드는 시간 있으니 처음부터 홀이 꽉차게 안하더라구요

6️⃣치즈까스2, 안심2, 카레2(음료2 주문)
골목식당부터 연돈의 스토리를 아는 저는 의미가 있는 식사였고 돈까스 좋아하는 어린이 3명은 그냥 엄마가 가자고 하니 왔잖아요?

어린이 후기1: 집에서 배민으로 시키는 돈까스랑 비슷해요
어린이후기2: 맛있지만 엄마가 막 새벽부터 기다릴 정도는 아닌데요?
어린이후기3: 치즈에서 우유맛이 나요!

카레도 특별한건 없습니다. 약간 짰고.. 고형 카레로 만든 평범한 맛입니다. [수제 돈까스&카레 연돈]인데 카레를 왜 넣으셨을까?

^^ 전 제 후기보다 아이들 후기가 더 정확하다고 생각들었어요.

다시 안온다 이런건 절대 아니고!
훌륭한 돈까스는 맞아요.

연돈은 제주의 하나의 여행 문화가 되었다고 생각해요. 그래서 다른 멤버들과 온다면 또 제가 희생해서 맛보여줄래요 ㅋㅋ"
74,4.5,2024.11.20,"07:49 도착 / 앞에 5팀 있었습니다

10:30까지는 연돈 주차장 무료, 전기차 충전하면서 웨이팅하려고 더본호텔 전기차충전소에 갔는데 3대는 충전기 꽂아두고 주차중이고 1칸은 휘발유 차량이 주차해놨더라구요.. 전기차 충전은 호텔 주차공간 부족으로 인해 어려울 것 같습니다

08:00~08:15 이 15분동안 20팀은 온 것 같아요.
그리고 계속 오는 사람들..
12시 입장 직전에 캐치테이블 보니까 186팀 대기중이었어요.

8시 이전에 오시면 앞쪽 번호 무조건 받을 것 같은데,
정말 8시 이후에 사람들이 엄청나게 몰려와요

9시50분에 웨이팅 등록 가능하게 해주시고 기계는 2대입니다
제 앞사람이 잘 못해서 제가 늦게 웨이팅 등록하러 기계를 만졌으나 먼저 등록해서 5번 받았어요

12시 5분쯤 되면, 안내말씀해주시고(한 번에 전체 입장 제한, 나눠서 입장한다는 내용)
1~7번만 먼저 입장시켜줍니다. 순서대로는 아니고, 1~7번이면 누구나 들어갈 수 있어서 먼저 가는 사람 순으로 입장해요 (그니까 웨이팅 등록할 때 한 번호 앞서겠다고 막 옆사람보다 빨리 웨이팅 등록하려고 애쓸 필요는 없음)

들어가면 알아서 원하는 자리 앉으면 되고,
테이블에 있는 태블릿으로 주문하면 돼요.

2명이서 갔고, 메뉴도 미리 정하고 갔기 때문에 바로 주문했고,
음식은 두 번째로 나왔어요.

부산에서 톤쇼우
서울에서 정돈 등등
일본식 돈카츠랑은 다르게, 딱 우리나라 돈까스인데, 그 중 최상의 맛이라고 생각하면 될 것 같아요
속은 선홍빛이 아니라 완전히 익어서 하얀 고기이고,
튀김옷은 엄청 바삭하고 단단해요. 잘못 먹으면 입천장 다 까질 것 같은데, 이빨로 아그작 씹으면 바삭한 식감이 미쳤습니다..

카레는 흔한 맛있는 카레라 굳이 안 먹어도 될 것 같았고,

치즈카츠는 너무너무 부드럽고 맛있었어요

제주도에 갔으면 한 번쯤 먹어볼만한 맛집입니다.
그냥 07:30~50쯤 도착해서 영화나 드라마 한 편 줄 서서 앉아서 보고나면 웨이팅 등록 됩니다. 그게 편한 것 같아요.

그리고 겨울에는 살벌한 바람에 날씨..
무조건 따뜻하게 입고 오시고 모자쓰고 마스크도 하세요..
11월 중순인데도 미친 추위입니다.."
