rating,content,date,weekday,vector
5.0,"무조건 치즈 무조건 치즈!!! 엄청 진짜 너무 맛있었어요ㅜ
볼카츠도 시켰는데 육즙이 장난아니었어요
또 생각 날 맛입니다",2025-07-12,5,"[0.0703, 0.0059, -0.0094, 0.2132, -0.2720, -0.4164, 0.4566, 0.8415, -0.6355, -0.0962, -0.1414, -0.3593, 0.1818, 0.2834, -0.3242, 0.0992, 0.2793, 0.0359, -0.4520, -0.4012, 0.1399, 0.3798, 0.6432, -0.2698, 0.1429, 0.2094, -0.4643, -0.1265, -0.3486, 0.1139, 0.2327, -0.0535, -0.1049, 0.1808, -0.1975, 0.3950, 0.0480, 0.0115, -0.0282, -0.3873, 0.2749, -0.1978, -0.1637, 0.0894, 0.8862, 0.0717, -0.0794, -0.4115, 0.3847, 0.1444]"
4.7,"오랜 웨이팅 끝에 맛본 연돈!!
기대 이상!!",2024-12-04,2,"[0.0689, -0.0104, -0.0107, 0.1813, -0.2418, -0.3749, 0.4184, 0.7655, -0.5911, -0.0578, -0.1310, -0.3359, 0.1341, 0.2861, -0.3095, 0.1238, 0.2758, 0.0648, -0.3854, -0.3551, 0.1350, 0.3518, 0.6092, -0.2299, 0.1847, 0.2255, -0.4363, -0.1209, -0.3394, 0.0755, 0.2259, -0.0430, -0.0630, 0.1779, -0.1864, 0.3668, 0.0763, -0.0156, -0.0241, -0.3559, 0.2504, -0.1948, -0.1636, 0.0514, 0.8139, 0.0854, -0.0842, -0.3891, 0.3551, 0.1371]"
5.0,"전날 저녁엔 안심을 먹어보고 다음날은 치즈돈까스를 먹어보고싶어 오전 일찍 현장웨이팅을 했습니다.
치즈돈까스는 생각보다 특별함이 없어 재방문 한다면 안심돈까스를 먹을것같아요. 재방문의사는 매우있습니다!
먼저 돈까스 튀김 겉면이 마치 KFC 치킨마냥 바삭하고 고소하이 맛있었고, 고기도 부드럽고 맛있었습니다. 육향이 부족하다는 글도 있었는데 개인적인 생각으로 육향이 나쁘게 말한다면 잡내라고 생각하는데 오히려 향이 없는부분이 호불호가 덜 갈릴것 같았습니다.
그리고 카레...지인짜 맛있었어요 다진고기와 다진양파 건더기가 있는데 핸드메이드 카레라 그런지 너무맛있었습니다. 강황향이 살짝 올라오면서 끝엔 양파인지 과일인지 기분좋은 단맛이 올라와 만족스러웠습니다. 하지만 먹는도중 돼지고기의 뼈인지 뼈가 2조각 나왔었습니다.(이미지맨뒷장) 같이 먹은사람이 치아가 부숴지는줄 알았다고 하지만 컴플레인은 넣지않았습니다. 다음번엔 더 신경써주세용.샐러드 드레싱은 기존 돈까스집에서 나오는 유자, 흑임자, 참깨소스가 아니라 타르타르소스+ 요거트?맛 살짝 이 조합이 좋아서 소스 진짜 맛있었습니다. 다음에 또 먹으러 갈게욥ദ്ദി ( ᵔ ᗜ ᵔ )",2025-07-16,2,"[0.0409, -0.0109, -0.0083, 0.1253, -0.1658, -0.2569, 0.2814, 0.5381, -0.4097, -0.0516, -0.0924, -0.2253, 0.1065, 0.1949, -0.2185, 0.0771, 0.1912, 0.0407, -0.2734, -0.2356, 0.0910, 0.2416, 0.4229, -0.1626, 0.1185, 0.1572, -0.3006, -0.0866, -0.2295, 0.0600, 0.1561, -0.0358, -0.0478, 0.1242, -0.1246, 0.2439, 0.0464, -0.0055, -0.0170, -0.2500, 0.1768, -0.1426, -0.1114, 0.0378, 0.5674, 0.0570, -0.0549, -0.2715, 0.2482, 0.0855]"
5.0,"리뷰같은 걸 잘 안쓰는 편이지만,
여기는 꼭 써야겠다 싶어서 한번 써봅니다😁

방송이나 인터넷을 무조건 신뢰하고 그러질 않는데,
생각이 바꼈답니다 ㅋ 맛은 말할 필요가 없이 맛있었습니다 ㅋ
앞으로 다른 카츠류를 먹지 못할지도 모를정도입니다😅
카레도 마찬가지였고요🤣

제주도 여행 계획중이신분들, 웨이팅이 길어서 솔직히 힘드시겠지만, 한번 방문해보시는 걸 권해드립니다😁

맛있게 잘 먹었습니다😁",2024-06-08,5,"[0.0549, -0.0098, -0.0083, 0.1506, -0.2013, -0.2943, 0.3512, 0.6399, -0.4884, -0.0501, -0.1102, -0.2655, 0.1276, 0.2291, -0.2602, 0.1000, 0.2188, 0.0423, -0.3321, -0.2859, 0.1161, 0.2856, 0.4994, -0.1880, 0.1443, 0.1794, -0.3622, -0.1000, -0.2736, 0.0701, 0.1894, -0.0369, -0.0556, 0.1399, -0.1553, 0.2980, 0.0496, -0.0046, -0.0206, -0.2937, 0.2076, -0.1624, -0.1388, 0.0418, 0.6679, 0.0657, -0.0719, -0.3203, 0.2904, 0.0893]"
5.0,"1시 반쯤 웨이팅 걸어놓고
그 근처 선물가게랑 카페랑 주상절리 보고왔어요
(근처 토끼떡공방 가보세요 👍🏻- 전 화요일 딱 휴무라 못감 ㅠㅠ)
평일인데도 2시간 조금 안되게 기다렸네요!!
튀김옷이 진짜 빠싹했고
고기는 촉촉했습니다 부드럽구요!

제주에서 이가격 12000원에
이런 돈가스라니…
유명한데 가성비
좋으니 다들 웨이팅 할 수 있는거죠

다 먹고
빽다방연구소가서
텀블러에 아아 한잔 테아해서
나왔습니다
좋은
루트네요",2025-06-10,1,"[0.0527, -0.0081, -0.0181, 0.1532, -0.2012, -0.3053, 0.3429, 0.6429, -0.4911, -0.0582, -0.1109, -0.2651, 0.1224, 0.2373, -0.2593, 0.1000, 0.2191, 0.0432, -0.3328, -0.2889, 0.1119, 0.2936, 0.5010, -0.1964, 0.1455, 0.1863, -0.3574, -0.0999, -0.2770, 0.0732, 0.1878, -0.0379, -0.0606, 0.1474, -0.1460, 0.2926, 0.0570, -0.0061, -0.0156, -0.2972, 0.2095, -0.1681, -0.1335, 0.0422, 0.6789, 0.0693, -0.0614, -0.3253, 0.2953, 0.1013]"
5.0,"6시30분 1번째 도착
7시 되니 사람들 오기 시작
전날 다이소에서 의자 구매했어요
목요일보다 금요일 대기줄 더 길어요
10시 오픈 대기번호 1-5번입장 주문 받고 거의 다 먹으면
6-10 번 이런식으로 들어가요
한꺼번에 들어가는게 아니더라구요
자리가 남아 있어도 못들어가요
사장님은 볼카츠쪽에서 계속 튀기고 계셔요
고기 냄새 안나고 부드럽고 소스 카레 다 맛있어요",2024-08-02,4,"[0.0490, -0.0069, -0.0123, 0.1521, -0.1973, -0.3023, 0.3294, 0.6226, -0.4727, -0.0576, -0.1017, -0.2599, 0.1253, 0.2165, -0.2497, 0.0947, 0.2215, 0.0418, -0.3179, -0.2815, 0.1104, 0.2801, 0.4877, -0.1932, 0.1361, 0.1825, -0.3506, -0.0990, -0.2632, 0.0711, 0.1841, -0.0362, -0.0590, 0.1404, -0.1356, 0.2824, 0.0506, -0.0035, -0.0165, -0.2897, 0.2045, -0.1604, -0.1234, 0.0448, 0.6590, 0.0625, -0.0570, -0.3123, 0.2908, 0.0957]"
5.0,맛있어요. 이른아침부터 줄서서 먹어야하는거 빼곤 좋아요. ㅎ,2025-03-17,0,"[0.0389, -0.0006, -0.0090, 0.1025, -0.1540, -0.2344, 0.2550, 0.4801, -0.3684, -0.0500, -0.0826, -0.1993, 0.0918, 0.1775, -0.1998, 0.0814, 0.1693, 0.0402, -0.2366, -0.2292, 0.0824, 0.2201, 0.3825, -0.1473, 0.1227, 0.1466, -0.2808, -0.0641, -0.2050, 0.0572, 0.1430, -0.0289, -0.0390, 0.1133, -0.1070, 0.2272, 0.0371, 0.0029, -0.0089, -0.2385, 0.1619, -0.1273, -0.0815, 0.0371, 0.5192, 0.0542, -0.0561, -0.2312, 0.2127, 0.0778]"
5.0,예시 연돈 이유가 있네요 치즈도 엄청나고 돈까스도 짱,2025-01-06,0,"[0.0511, -0.0125, -0.0151, 0.1279, -0.1504, -0.2520, 0.2792, 0.5099, -0.3756, -0.0426, -0.0812, -0.2185, 0.0959, 0.1919, -0.2160, 0.0626, 0.1793, 0.0359, -0.2557, -0.2218, 0.0870, 0.2209, 0.4022, -0.1508, 0.1186, 0.1553, -0.2932, -0.0869, -0.2231, 0.0518, 0.1391, -0.0296, -0.0399, 0.1155, -0.1181, 0.2366, 0.0529, -0.0006, -0.0209, -0.2482, 0.1558, -0.1325, -0.1156, 0.0104, 0.5359, 0.0432, -0.0471, -0.2431, 0.2242, 0.0816]"
5.0,너무 맛있네요 치즈돈가스 많이 만들어주세요,2025-04-06,6,"[0.0681, 0.0006, -0.0193, 0.2040, -0.2685, -0.3891, 0.4415, 0.8199, -0.6243, -0.0830, -0.1419, -0.3440, 0.1642, 0.2886, -0.3319, 0.1067, 0.2948, 0.0561, -0.4231, -0.3788, 0.1290, 0.3787, 0.6508, -0.2547, 0.1648, 0.2443, -0.4586, -0.1358, -0.3493, 0.1110, 0.2362, -0.0555, -0.0911, 0.1811, -0.1830, 0.3962, 0.0608, -0.0116, -0.0320, -0.3798, 0.2699, -0.2041, -0.1557, 0.0738, 0.8781, 0.0893, -0.0814, -0.4140, 0.3898, 0.1324]"
5.0,"남편이 너무나 기대했던 연돈 ✨
돈가스에 진심인 남편은 먹자마자
여기가 여태껏 먹었건 돈가스 중
1등이라고 하네요!
바삭함의 끝판왕 …
저희는 카레 선물하려고 3박스 구매도 했어요^^

웨이팅이 길어요ㅠ 오후 방문 추천드려요",2025-06-08,6,"[0.0608, -0.0136, -0.0119, 0.1394, -0.1869, -0.2987, 0.3310, 0.6201, -0.4617, -0.0567, -0.1073, -0.2637, 0.1095, 0.2265, -0.2486, 0.0923, 0.2052, 0.0463, -0.3165, -0.2800, 0.1042, 0.2627, 0.4835, -0.1849, 0.1432, 0.1770, -0.3407, -0.0980, -0.2642, 0.0661, 0.1744, -0.0346, -0.0476, 0.1378, -0.1401, 0.2813, 0.0624, -0.0087, -0.0169, -0.2924, 0.1995, -0.1622, -0.1264, 0.0426, 0.6501, 0.0622, -0.0649, -0.3059, 0.2830, 0.0999]"
4.7,"지극히 평범한 클래식한 일식 카츠 맛.

맛은 준수하거나 무난한 맛.
맛 없지는 않은데, 옛날에 일식 카츠 먹을 때 맛.
미X야 먹던 시절에 느끼던 맛.
흔히 아는 맛이라고 생각하면 될 거 같아요 !",2025-07-01,1,"[0.0549, -0.0049, -0.0013, 0.1671, -0.2323, -0.3196, 0.3836, 0.7342, -0.5531, -0.0593, -0.1214, -0.3017, 0.1497, 0.2821, -0.2848, 0.1069, 0.2596, 0.0759, -0.3674, -0.3252, 0.1268, 0.3222, 0.5676, -0.2288, 0.1823, 0.2161, -0.4132, -0.1111, -0.3253, 0.0821, 0.2134, -0.0527, -0.0744, 0.1614, -0.1694, 0.3228, 0.0718, -0.0096, -0.0145, -0.3309, 0.2182, -0.1779, -0.1543, 0.0664, 0.7878, 0.0695, -0.0628, -0.3685, 0.3250, 0.1072]"
5.0,"4인 1 테이블에 치즈 1 등심 1 안심 2 주문 했어용
진짜 고퀄리티..🧡 이 말 하나가 딱 맞슴다
깔끔 담백하고 고기는 어찌나 두꺼운지;; 저는 입천장 취약인간이라 베어물다가 입바닥까지 다 튀김옷에 다 까져부럿네요 (개인적으로 짤라먹을 수 있는 도구가 있어도 좋을 것 같은데 여쭤보진 않아서 있는지 없는지는 몰게써유ㅎㅎ)
이 가격에 이 퀄리티라뇨~~~ 너무 배불러서 남기고 온게 한입니당 ㅠ^ㅠ 저희는 카레 2인 1개 추가해서 노나먹어찌요

주차는 웨이팅 11번이라 오픈시간보다 조금 더 미리 와서 대기했는데 주차장이 생각보다 넓었어요!
토요일 8시쯤 도착해서 환연3 보면서 대기하다가 대기 예약 걸고 주변 관광지 둘러보면 좋을 것 같아요 저희는 주상절리 다녀왔네요~~~
더본호텔 바로 앞이라 투숙하면서 방문하시는 분들도 많았어요! 저는 번갈아가면서 씻으러 가시는 분들 보면섬 대기 중 작은 재미포인트로 봤어요ㅎㅎㅎ👍👍
줄서서 차례로 예약하면 되고 기계는 2대였어요.
1테이블(1팀)에 치즈는 1개만 가능하구 그래서 일행끼리 찢어져서 드시는 분들도 계신 것 같더라구용

매장 내부 넓직해서 안 답답해서 좋았어요.

그냥 기록용으로 찍었던거라 사진이 잘 안나왔지만 볼카츠도 나오면서 포장구매했는데 배가 불러서 차에 두고 다니다 다 식은 다음 먹었는데도 짱맛났어용",2024-04-02,1,"[0.0588, -0.0092, -0.0081, 0.1636, -0.2102, -0.3303, 0.3676, 0.6936, -0.5234, -0.0648, -0.1183, -0.2890, 0.1342, 0.2448, -0.2772, 0.1040, 0.2434, 0.0454, -0.3511, -0.3138, 0.1186, 0.3099, 0.5417, -0.2107, 0.1474, 0.1960, -0.3828, -0.1049, -0.2906, 0.0737, 0.1981, -0.0436, -0.0615, 0.1532, -0.1557, 0.3146, 0.0576, -0.0107, -0.0218, -0.3158, 0.2271, -0.1815, -0.1401, 0.0564, 0.7289, 0.0672, -0.0730, -0.3420, 0.3160, 0.1114]"
5.0,"연돈을 먹을 때도 너무 맛있었지만, 휴가가 끝나고 돌아와 집 주변 돈가스 맛집을 갔는데, 연돈이 정말 맛있었다는 것을 다시 한번 느꼈다.

나의 인생 돈가스다. 깨끗하고 깔끔하고 담백하고 부드럽고 연돈 사장님의 철학이 담긴 정성스러운 음식

사장님 이런 음식 먹게 해주셔서 정말 감사합니다!

식사를 끝내고 팩에 담긴 카레를 사기 위해 매장 바깥 포장 주문하는 곳에 갔다. 거기서 낯익은 얼굴을 보았는데, 그것은 다름 아닌 바로 연돈 사장님 !!

더운 날씨에 음식을 직접 튀기고 있었다. 땀이라도 닦아
드리고 싶었다. 사장님을 영상에서만 보다가 직접 보니 반가웠다.

사장님은 우리를 반갑게 맞이해 주셨고 가벼운 이야기를 주고받았다! 사장님에게 정말 맛있는 음식과 좋은 기운을 받을 수 있어서 감사했다.

사장님 항상 건강하고 행복하세요 !

연돈 최고 !",2024-09-06,4,"[0.0588, -0.0088, -0.0101, 0.1480, -0.1882, -0.2912, 0.3273, 0.6183, -0.4635, -0.0558, -0.1024, -0.2560, 0.1166, 0.2279, -0.2465, 0.0952, 0.2094, 0.0410, -0.3129, -0.2742, 0.1065, 0.2719, 0.4823, -0.1817, 0.1357, 0.1808, -0.3416, -0.0965, -0.2624, 0.0613, 0.1788, -0.0295, -0.0565, 0.1359, -0.1408, 0.2780, 0.0598, -0.0063, -0.0163, -0.2880, 0.1991, -0.1595, -0.1299, 0.0433, 0.6498, 0.0619, -0.0573, -0.3041, 0.2812, 0.0986]"
4.7,"아기가 있다보니 일찍가서 웨이팅하긴 어려워 치즈돈까스는 한정메뉴라 애초부터 포기한 채 나머지 메뉴 맛보러 갔는데요 겉은 진짜 바삭 그 자체로, 속은 부드러워요 이거야말로 겉바속촉 돈까스입니다 저는 등심. 안심 중에 안심이 좀 더 제 스타일이었고 치즈돈까스를 대신해서 치즈볼까츠 먹었는데 육즙 팡팡 치즈가득 만족했어요 테이크아웃으로 볼까츠는 포장도 해왔네요 ㅎㅎ 그리고 카레소스는 필수로 주문하세요 별미입니다 ㅎㅎ
웨이팅은 어마어마하지만 한번쯤 들려볼만하고 아깝지 않습니다! 다음에 치즈돈까스 꼭 도전해보고 싶어요",2024-09-05,3,"[0.0521, -0.0075, -0.0076, 0.1479, -0.1852, -0.2854, 0.3225, 0.6068, -0.4602, -0.0592, -0.1035, -0.2502, 0.1189, 0.2146, -0.2456, 0.0922, 0.2120, 0.0411, -0.3032, -0.2772, 0.1053, 0.2696, 0.4749, -0.1865, 0.1353, 0.1744, -0.3423, -0.0991, -0.2541, 0.0686, 0.1700, -0.0383, -0.0561, 0.1375, -0.1369, 0.2789, 0.0478, -0.0028, -0.0126, -0.2804, 0.1967, -0.1553, -0.1232, 0.0451, 0.6441, 0.0613, -0.0639, -0.2987, 0.2729, 0.1041]"
5.0,연돈은 치돈하고 카레조합이죠,2025-06-11,2,"[0.0456, -0.0081, -0.0039, 0.0573, -0.0764, -0.1308, 0.1705, 0.2979, -0.2545, -0.0213, -0.0547, -0.1281, 0.0485, 0.1154, -0.1299, 0.0553, 0.1154, 0.0268, -0.1542, -0.1503, 0.0324, 0.1372, 0.2219, -0.1064, 0.0697, 0.0860, -0.1570, -0.0419, -0.1276, 0.0381, 0.0854, -0.0275, -0.0207, 0.0616, -0.0597, 0.1504, 0.0393, 0.0030, -0.0064, -0.1531, 0.1049, -0.0867, -0.0725, 0.0183, 0.3347, 0.0309, -0.0339, -0.1472, 0.1409, 0.0383]"
4.7,"숙소에서 1시간 거리에 있었어요. 아이들과 한라산 등반 하려고 왔다가 아이들이 가자고 해서 크게 기대하지 않고 일단 가보자 했어요. 새벽부터 대기하시는 분들이 많다고 해서 상황보고 기다릴 수 있으면 기다리고 너무 길면 포기 할 생각이었어요. 8시쯤 숙소에서 나와 9시쯤 도착했는데 생각보다 많지 않았어요. 30분정도 지나니 우리 뒤로 많은 분들이 대기 했어요.
식사는 오후 2시가 조금 넘어서 했어요. 직원분께서 친절하게 주문을 도와 주셨어요. 68번째 였는데 치즈카츠는 아쉽게도 진작에 품절되어 구경도 못했는데, 등심과 안심을 골고루 주문하고 테이블에 앉자마자 거의 바로 음식이 나와서 깜짝 놀랬어요. 하지만 음식은 직접 가져 가시란 말에 쬐금 당황 했지만 한입 먹자 마자 음.. 음... 와~~^^;; , 그랬죠.
음식 양은 적당하고, 겉바속촉은 이런걸 말하는거지, 두툼한 고기에 육즙도 가득, 순삭 했어요.
언젠가 치즈카츠를 먹으러 꼭 다시 와야겠다고 다짐하고, 칭찬일색 아이들과 깨끗하게 비우고 나왔습니다.
주차장 여유있고 웨이팅하거나 식사하거나 모두 무료로 이용 했어요.",2025-01-23,3,"[0.0501, -0.0098, -0.0076, 0.1266, -0.1660, -0.2603, 0.2928, 0.5395, -0.4162, -0.0524, -0.0951, -0.2246, 0.0971, 0.1983, -0.2172, 0.0834, 0.1845, 0.0403, -0.2745, -0.2429, 0.0915, 0.2383, 0.4267, -0.1602, 0.1234, 0.1615, -0.2998, -0.0795, -0.2281, 0.0576, 0.1582, -0.0282, -0.0541, 0.1223, -0.1252, 0.2510, 0.0505, 0.0012, -0.0150, -0.2514, 0.1836, -0.1451, -0.1092, 0.0351, 0.5724, 0.0563, -0.0534, -0.2704, 0.2514, 0.0852]"
5.0,"아주 바삭한 겉과 부드러운 고기속이 아주 맛있습니다.
돼지냄새 없고 두께도 적당하게 두툼하네요.
위; 안심가스
아래; 등심가스
그리고 치즈볼카츠, 카레~~
안심, 등심 둘 다 맛있어요.
1시37분이 되니 치즈돈가스 품절되어서 아쉬운대로 치즈볼카츠로 달랬는데 탁월한 선택이었어요.
우리는 1시50분쯤 입장했는데 예약줄은 오전9시30분부터 40분간 기다려서 10시10분에 입력했습니다.
조금만 빨리 예약했으면 치즈돈가스를 주문할 수 있었겠죠^^
다시 방문해도 좋을만큼 아주 맛있는 집 맞습니다!",2024-06-14,4,"[0.0514, -0.0010, -0.0104, 0.1313, -0.1780, -0.2712, 0.2944, 0.5581, -0.4227, -0.0568, -0.0939, -0.2301, 0.1130, 0.1964, -0.2205, 0.0856, 0.1942, 0.0378, -0.2823, -0.2516, 0.0992, 0.2505, 0.4366, -0.1712, 0.1179, 0.1605, -0.3078, -0.0967, -0.2315, 0.0662, 0.1611, -0.0310, -0.0531, 0.1210, -0.1219, 0.2531, 0.0469, -0.0035, -0.0096, -0.2628, 0.1821, -0.1412, -0.1120, 0.0429, 0.5884, 0.0525, -0.0563, -0.2723, 0.2583, 0.0906]"
5.0,"더본호텔에서 묶다가 아침에 대기줄이 많지 않아 줄서서 대기하고 먹었습니다
줄서자마자 뒤로 많이 오긴 했지만요
여전히 대가가 많아요
도대체 돈까스가 맛있으면 얼마나 맛있을까하고 한번 먹어보자하고 먹었는데 하~진짜 맛있네요
제가 돈까스를 먹기위해 태어난 아들을 키우고 있는 사람으로서 얼마나 많은 돈까스를 먹어보았겠어요
치즈,등심,안심 ,카레까지 모든 종류 다 시켰어요
치즈는 일단 식어도 딱딱해지지 않아요, 그리고 치즈를 감싸고 있는 고기가 정말 얇아요
등심,안심은 한입 베어 무는 순간 바사삭
이렇게 바삭할수있나가 첫번째 그다음은 이게 이렇게 부드럽다고가 두번째입니다
먹으면서도 이게 왜 맛있지 하며 감탄하며 먹었네요
카레는 야채도 없고 고기 많이 들어 있어요
그런데 맛있어요 호불호가 있을수 있으나 살짝 매운맛이 나면서 맛있어요(참고로 저는 카레를 좋아하지 않아요)
카레 레트르트 따로 팔길래 구매했습니다
같이 나오는 샐러드 싱싱합니다
회전율 빨라요
다먹고 나니 입안에 남는게 없이 깔끔해요(튀김임에도 불구하고 기름기 같은게 안남아요)
기회가 되시면 꼭 드셔보시길 추천합니다",2025-05-23,4,"[0.0559, -0.0030, -0.0095, 0.1456, -0.1958, -0.2963, 0.3253, 0.6095, -0.4643, -0.0621, -0.1032, -0.2540, 0.1236, 0.2186, -0.2436, 0.0882, 0.2131, 0.0420, -0.3111, -0.2781, 0.1102, 0.2767, 0.4793, -0.1879, 0.1334, 0.1777, -0.3432, -0.0973, -0.2557, 0.0739, 0.1767, -0.0369, -0.0568, 0.1380, -0.1361, 0.2807, 0.0493, 0.0005, -0.0139, -0.2881, 0.2031, -0.1569, -0.1219, 0.0507, 0.6493, 0.0556, -0.0674, -0.3019, 0.2821, 0.1012]"
4.2,"우선 맛있었습니다. 기다릴 만큼의 맛이었고 아내는 치즈돈카츠의 치즈를 참 좋아했습니다. 너무 좋았어요.
다만 웨이팅 시스템은 아직도 이해가 힘듭니다. 7시반부터 기다렸는데 8시 조금 넘어서부터 직원이 나오더라구요. 그런데 태블릿을 그때부터 꺼내는 건 어려운건가 하는 생각이 첫째로 들었습니다. 이유가 있겠거니 했는데, 10시에 열어주더라구요. 두번째는 오픈 이후의 상황입니다. 12시 입장 가능할까 싶어 12시부터 앞에서 기다렸는데요. 매장에 테이블이 상당히 많이 남아있는데도 칼같이 8팀 입장을 지키시더라구요. 결국 24번 받고 12시 40분경 입장했습니다. 뭐 여러 후기를 보고, 번호에 따른 대략적 입장 시간 파악하지 않은 제 잘못이라 하면 할말 없는데, 밥 먹는데 이렇게까지 알아보고 가야하나라는 생각이 절로 듭니다. 테이블이 비어있는걸 눈으로 보니 여유있게 도착했어야 했단 생각을 하기가 어렵고, 다른 곳 갔다가 그 사이에 열릴까 싶어 계속 기다리니 결국 40분을 더 기다린 셈이잖아요. 그렇다고 대기 공간을 넓게 빼거나 안내해주는 친절한 구석도 없구요. 그냥 빈 테이블 전부 들여보내면 안되나 하는 생각이 들었어요. 앉을 곳도 없고 참 힘들었는데 말이지요. 물론 이 점도 딱히 왜 그런지에 대한 설명은 없었구요. 그래서 드는 생각은 그냥 좀 더 친절할 순 없나 하는 겁니다. 지금 벌써 몇년째 이렇게 웨이팅이 걸리는 식당이라면 조금만 더 웨이팅 고객에게 친화적으로 영업할 만한데 아직도 너무나 불친절한 시스템이 참 아쉽습니다. 사람이 불친절하단 게 아니라 시스템이 아쉽단 이야기입니다.
맛이야 당연히 재방문 의사 100퍼센트입니다만, 이런 웨이팅 시스템으론 다신 방문 못 할 거 같습니다.",2024-10-05,5,"[0.0512, -0.0092, -0.0097, 0.1439, -0.1821, -0.2815, 0.3186, 0.5957, -0.4505, -0.0532, -0.1003, -0.2491, 0.1140, 0.2197, -0.2415, 0.0901, 0.2096, 0.0408, -0.3013, -0.2625, 0.1032, 0.2688, 0.4669, -0.1790, 0.1369, 0.1715, -0.3337, -0.0931, -0.2583, 0.0611, 0.1719, -0.0350, -0.0523, 0.1350, -0.1376, 0.2741, 0.0526, -0.0074, -0.0192, -0.2761, 0.1969, -0.1600, -0.1237, 0.0389, 0.6303, 0.0618, -0.0615, -0.2954, 0.2726, 0.0934]"
5.0,"너무 맛있게 잘 먹고 왔습니다 ^^
또 제주 온다면 또 먹고 싶어요",2024-05-20,0,"[0.0783, -0.0057, -0.0335, 0.2448, -0.3375, -0.5064, 0.5797, 1.0565, -0.8244, -0.1264, -0.1923, -0.4501, 0.2323, 0.3841, -0.4437, 0.1845, 0.3624, 0.0902, -0.5732, -0.4753, 0.1810, 0.4927, 0.8326, -0.2921, 0.2560, 0.2893, -0.6033, -0.1697, -0.4641, 0.1219, 0.3411, -0.0729, -0.1113, 0.2520, -0.2260, 0.4843, 0.1056, -0.0274, -0.0320, -0.4814, 0.3492, -0.2818, -0.2209, 0.0614, 1.1252, 0.1319, -0.1102, -0.5489, 0.5053, 0.1564]"
5.0,"연돈 작년에 여행와서 실패하고 올해 드디어 먹었네요 ❤️
돈까스맛이 거기서 거기라는 평들이 많은데 저는 새벽부터 대기할만한, 충분히 기다릴가치가 있는곳이라고 생각해요^^
집에서 가끔 치돈 만들어주는데 고기테두리 얇고 균일하게 만들기 쉽지않고 그리고 치즈가 짜지도않고 고소하고 너무 조화로웠어요~ 사장님의 노력이 그대로 맛에 전달되는맛👍👍
큰아들 치돈 나오고 5분만에 순삭하고 추가해서 하나더 먹었어요 ~소식가 초딩 작은아들과 대식가 남편 큰아들 치돈4개 등심1개 입장하고 30분도 안되는 시간에 다 먹고 나왔어요
오픈런팁‼️ 저희는 전날 더본호텔에 묵었는데 아침잠 없는 제가 6시45분쯤 내려가보니 앞에 3분계셨어요
8시쯤되니 많이들 오시는듯요
더본 조식 포기못해서 아들과 남편먼저 조식먹고 8시반쯤 저랑 교대하고 대기등록은 9시반부터 했어요
캠핑의자 가지고 가서 앉아있었는데 그늘이라 덥지도 않고 편하게 대기했어요 대기하러 가실분들 다이소에서 작은 의자라도 사서 가시면 조금이나마 편하실듯요
모두 성공하셔서 맛있는 돈까스 드세요💙",2024-08-03,5,"[0.0407, -0.0037, -0.0096, 0.1178, -0.1543, -0.2426, 0.2743, 0.5126, -0.3853, -0.0497, -0.0865, -0.2115, 0.0954, 0.1868, -0.2058, 0.0766, 0.1764, 0.0385, -0.2549, -0.2226, 0.0859, 0.2285, 0.3977, -0.1513, 0.1145, 0.1519, -0.2856, -0.0781, -0.2143, 0.0560, 0.1483, -0.0296, -0.0469, 0.1165, -0.1160, 0.2310, 0.0448, -0.0083, -0.0133, -0.2363, 0.1635, -0.1316, -0.1014, 0.0360, 0.5377, 0.0538, -0.0497, -0.2522, 0.2327, 0.0830]"
5.0,"안심 치즈 맛있구요, 튀김옷이 많이 바삭해요",2025-05-25,6,"[0.0731, 0.0251, -0.0038, 0.2092, -0.2774, -0.4193, 0.4462, 0.8202, -0.6251, -0.0975, -0.1437, -0.3429, 0.1901, 0.2530, -0.3085, 0.0821, 0.2882, 0.0202, -0.4297, -0.4227, 0.1468, 0.3720, 0.6133, -0.2812, 0.1197, 0.2188, -0.4632, -0.1334, -0.3242, 0.1272, 0.2069, -0.0511, -0.1028, 0.1652, -0.1804, 0.3860, 0.0206, 0.0269, -0.0119, -0.3891, 0.2746, -0.2163, -0.1428, 0.1077, 0.8773, 0.0607, -0.0899, -0.3919, 0.3791, 0.1557]"
